customer_id,customer_name,product_name,unit_price,quantity,purchase_date
279,Charles Johnson,Varalakshmi Tapioca Premium Sago  (500 g),54,3,2024-04-23
48,Katherine Garza,LION Desert King Dates (Khajuri)  (250 g),104,1,2024-04-23
20,Tina Brewer,MTR Gulab Jamun Mix 500 g,165,4,2024-04-23
392,Michelle Rodgers,Amul Mithai Mate Sweetened Condensed Milk,6,1,2024-04-23
147,Katie Henderson,Too Yumm! Indian Masala Chips  (92 g),29,4,2024-04-23
278,Stephanie Steele,"Tetley Immune with Added Vitamin C Ginger, Mint, Lemon Green Tea Bags Box  (100 Bags)",437,4,2024-04-23
20,Tina Brewer,HERSHEY'S Spreads Cocoa with Almond 350 g (Chocolate Spread),275,4,2024-04-23
132,Lawrence Baker Jr.,CHEF'S BASKET Instant Pasta Macaroni Pasta  (850 g),100,4,2024-04-23
361,Timothy Marsh,DHARA Kachi Ghani Mustard Oil Pouch (Sorisa Tela)  (1 L),132,3,2024-04-23
475,Rhonda Moore,Maggi Chicken Instant Noodles Non-vegetarian  (71 g),18,4,2024-04-23
172,Mrs. Selena Wheeler,FIGARO Olive Oil Tin  (200 ml),412,3,2024-04-23
160,Alexander Lewis,"Tata Soulfull Masala Oats+ With Millets, Mast Masala, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)",162,4,2024-04-23
125,Jessica Taylor,Umadi's Mango Pickle (Acharo)  (1 kg),154,3,2024-04-23
369,Alison Johnson,Farmley Tangy Tomato Makhana Roasted In Olive Oil (Makhna)  (2 x 83 g),274,4,2024-04-23
439,Nathan Rodriguez,Nutraj Round Kishmish Raisins  (500 g),127,3,2024-04-23
334,Julie Willis,Maggi Masala-ae-Magic All in One Masala (Masala Combo)  (72 g),56,2,2024-04-23
135,Edward Crawford,lalji All in One (Mixture)  (400 g),235,1,2024-04-23
431,Michael Perez,"Utkal's Kasper Jeera Samba Rice (Full Grain, Raw)  (10 kg)",566,4,2024-04-23
476,John Hampton,Madhuban Premium Seedless Indian Thompson Raisins (Kishmish)  (75 g),28,3,2024-04-23
326,Dorothy Ortega,Alpenliebe Gold Rich Milky Caramel Toffee  (144 g),41,1,2024-04-23
138,Jeff Bowen,Flipkart Supermart Vinegar  (200 ml),21,2,2024-04-23
307,Joshua Ewing,Dlecta Processed cheese Block  (200 g),127,2,2024-04-23
131,Natalie Brown,Alpenliebe Gold Rich Milky Caramel Toffee  (144 g),41,4,2024-04-23
121,Michael Roth,WeiKFiELD Durum Wheat Semolina Spaghetti Pasta  (400 g),122,1,2024-04-23
249,Wanda Garza,Aadhar Refined Sunflower Oil Pouch (Surjyamukhi Tela)  (1 L),107,2,2024-04-23
372,Paige Ortega,"Kwality Choco Fills, 0% Maida, Filled With Rich Chocolate Breakfast Cereals for kids Pouch  (90 g)",39,3,2024-04-23
148,Allen Curry,Real Masala Pomegranate  (1 L),140,2,2024-04-23
416,William Dougherty,Classic Peanut (China Badam) (Whole) by Flipkart Grocery  (500 g),114,2,2024-04-23
393,Amy Williams,Flipkart Supermart Green Chilli Sauce  (190 g),29,4,2024-04-23
271,Christopher Allen,Cadbury Chocobakes ChocoChip Cookies  (167 g),61,3,2024-04-23
290,Laura Wilson,Maaza Mango Drink Original Flavor  (600 ml),35,1,2024-04-23
88,Danielle White,"Chupa Chups Long Tubes, Strawberry Flavour, Soft Candy Strawberry & Watermelon Candy  (80 g)",47,4,2024-04-23
52,Cody Smith,EVEREST Garam Masala (Garam Masala Powder)  (100 g),100,2,2024-04-23
383,Aaron Hodge,Natureland Organics Brown Chana (Whole)  (500 g),103,1,2024-04-23
238,Laura Gomez,Lipton Green Tea Box  (250 g),333,4,2024-04-23
305,Kim Tran,RiteBite Max Protein Daily Choco Berry Bars 300g Box  (6 x 50 g),360,4,2024-04-23
495,Angela Thompson,EVEREST Coriander/Dhaniya Powder (dhania gunda)  (100 g),34,2,2024-04-23
282,Tracy Young DDS,"Cadbury Bournvita Biscuits, New and Improved Chocolatey Cookies  (111.6 g)",3,4,2024-04-23
357,Jeanette Shelton,Pringles Original Chips  (134 g),124,2,2024-04-23
317,Ashley Mills,SNICKERS Butterscotch Chocolate Bars  (40 g),43,1,2024-04-23
63,Christian Turner,Wai Wai Chicken 6 in 1 Instant Noodles Non-vegetarian  (420 g),86,2,2024-04-23
116,David Hamilton,Tata Sampann Black Urad Dal (Biri Dali) (Whole)  (500 g),106,1,2024-04-23
165,Mary Fields,EVEREST Kitchen King Masala (Pariba masala)  (50 g),42,4,2024-04-23
414,Chad Brown,zoff Panch Phoran (Pancha phutana)  (100 g),25,3,2024-04-23
368,Kevin Romero,Flipkart Grocery Classic Kasuri Methi  (25 g),11,1,2024-04-23
172,Mrs. Selena Wheeler,Alpenliebe Juicy Fills Assorted Jelly Candy  (324 g),105,3,2024-04-23
240,Melissa Medina,"Maggi 2-Minute Masala, Easy to Make Instant Noodles Vegetarian  (70 g)",1,3,2024-04-23
185,Amber Vazquez,"B Natural Guava Juice, Goodness of Fiber, Vit C & E  (1 L)",140,2,2024-04-23
258,Matthew Reyes DDS,Amul Kool Kesar,2,4,2024-04-23
388,David Long,"ACT II Golden Sizzle Popcorn Salted Popcorn  (180 g, Pack of 3)",57,2,2024-04-23
174,Rachel Harris,Flipkart Supermart Durum Wheat Semolina Penne Pasta  (400 g),120,3,2024-04-23
107,Katherine Perez,zoff Turmeric Powder  (200 g),100,1,2024-04-23
256,Raymond Burton,Organic Tattva Wheat Maida  (500 g),42,1,2024-04-23
7,Timothy Gray,Tata Sampann Toor/Arhar Dal (Harada Dali) (Split)  (5 kg),"1,022",3,2024-04-23
317,Ashley Mills,Tata Sampann Yellow Chana Dal (Buta Dali) (Split)  (500 g),64,4,2024-04-23
72,Michele Butler,"Rasna Nagpur Orange (32 Glasses)  (25 ml, 20 g)",42,1,2024-04-23
484,Meghan Chandler,HORLICKS Chocolate Delight Flavour Mix  (500 g),236,2,2024-04-23
184,Jennifer Nicholson,Gits Gulab Jamun Instant Dessert Mix 200 g,115,3,2024-04-23
369,Alison Johnson,Center Fruit Soft Chews Candy Assorted Chewing Gum  (33 g),38,1,2024-04-23
463,Hannah Kelly,AASHIRVAAD Atta with Multigrains (Mix sosyo ro otta)  (5 kg),316,2,2024-04-23
165,Mary Fields,UNIBIC Cashew Badam Cookies  (300 g),120,3,2024-04-23
60,Taylor Herrera,RiteBite Work-Out Choco Classic Bar Sachet  (50 g),56,4,2024-04-23
168,Mary Greer,INDIA GATE Mini Mogra Basmati Rice (Basmati chaula)  (5 kg),305,2,2024-04-23
480,Michael Duran,Amul Taaza Homogenised Toned Milk  (1 L),7,1,2024-04-23
460,Cynthia Johnson,"B Natural Apple Juice, Goodness of fiber, Vitamin C & E  (2 x 1 L)",159,3,2024-04-23
286,Melissa Wilson,Orbit Sugarfree Tube Spearmint Chewing Gum  (22 g),35,4,2024-04-23
367,Jennifer Wright,BRITANNIA Treat Mixed fruit Croissants  (47 g),17,3,2024-04-23
21,Jeremy White,KURKURE Yummy Cheese Puffcorn  (5 x 55 g),100,1,2024-04-23
97,Mark Davis,Kalbavi Premium Large Cashews (Kaju)  (500 g),400,4,2024-04-23
417,Mr. Anthony Peterson,Alpenliebe Strawberry Jelly Candy  (148 g),42,2,2024-04-23
276,Christina Garcia,Classic Kachi Ghani Mustard Oil Plastic Bottle by Flipkart Grocery (Sorisa Tela)  (1 L),124,3,2024-04-23
468,Jamie Jones,Centre Fresh Sugarfree Clean Breath Menthol Mint  (35 g),100,1,2024-04-23
113,Leslie Jackson,Freedom Refined Sunflower Oil Can (Surjyamukhi Tela)  (5 L),658,4,2024-04-23
314,Brian Morales,Bingo Mad Angles Achaari Masti Chips  (66 g),17,2,2024-04-23
226,Brenda Mcclain,Dukes NICE Sugar Sprinkled Coconut Biscotti  (145 g),23,4,2024-04-23
66,Scott Taylor,Classic Soya Chunks by Flipkart Grocery  (1 kg),127,1,2024-04-23
310,Krystal Williams,Snapin Piri Piri Mix  (45 g),62,2,2024-04-23
32,Audrey Evans,"Tata Salt Himalayan Rock Salt, Premium Sendha Namak Rock Salt (Pothoro Lunno)  (1 kg)",120,2,2024-04-23
72,Michele Butler,EPIGAMIA Belgian Chocolate Milkshake,52,2,2024-04-23
326,Dorothy Ortega,COMPLAN Nutrition and Health Drink Kesar Badam Refill  (500 g),294,1,2024-04-23
139,Emily Melendez,"Tata Sampann Premium Quality Badam Giri, 100% Pure California Almonds  (1 kg)",955,2,2024-04-23
208,Jessica Richardson,Real Fruit Juice - Pomegranate  (1 L),109,4,2024-04-23
446,Jason Chapman,WickedGud Spaghetti Made with 2X Fibre Durum Wheat Pasta  (400 g),157,2,2024-04-23
297,David Gomez,Amul Masti Spiced Buttermilk  (200 ml),1,3,2024-04-23
430,Christopher Sanchez,Classic Figs by Flipkart Grocery (Dimiri)  (200 g),265,4,2024-04-23
193,Brandon Thompson,Organic Tattva Sugar (White Sugar)  (500 g),59,2,2024-04-23
54,Cathy Miranda,Farmley Premium Black Seedless Raisins (Kishmish)  (200 g),118,4,2024-04-23
19,William Cardenas,EVEREST Kashmirilal Red Chilli Powder (Lal lanka gunda)  (200 g),229,4,2024-04-23
65,Robert Rodriguez,Molsi's Fard Dates (Khajuri)  (500 g),176,2,2024-04-23
62,Maria Wilson,Snapin Chilli Flakes  (35 g),56,1,2024-04-23
367,Jennifer Wright,BRITANNIA Treat Cocoa Creme Roll Croissants  (45 g),18,2,2024-04-23
243,Julie Blackwell,Catch Kitchen King Masala Powder (Pariba masala)  (100 g),62,2,2024-04-23
113,Leslie Jackson,"Tata Salt Lite Namak, 15% Low Sodium, Reduce Sodium for Active Health Iodized Salt (Lunno)  (1 kg)",42,4,2024-04-23
422,Heather Lang,EVEREST Coriander/Dhaniya Powder (dhania gunda)  (100 g),34,4,2024-04-23
148,Allen Curry,"Sublabh Ultra Baskati Rice (Long Grain, Parboiled)  (5 kg)",261,3,2024-04-23
199,Andre White,Fortune Premium kachi ghani pure Mustard Oil Can (Sorisa Tela)  (5 L),675,2,2024-04-23
454,Mr. Nicholas Smith MD,Tata Sampann Green Moong Dal (Muga Dali) (Whole)  (500 g),76,4,2024-04-23
58,Daniel Sutton,Sugar free Natura Drops Sweetener  (10 ml),114,3,2024-04-23
146,Alexis Gomez,"Rejuve by Flipkart Apple Fruit Drink, 100% Indian Fruit, Source of Vitamin C  (1 L)",114,1,2024-04-23
175,Miranda Chambers,"Lay's Potato Chips - American Style Cream & Onion Flavour, Best-Quality & Crunchy Chips  (73 g)",26,1,2024-04-23
220,Steven Barber,DNV Soya Sauce  (200 g),24,4,2024-04-23
284,Jessica Gonzalez,Cintu Spicy Beats mango Candy  (456 g),100,1,2024-04-23
58,Daniel Sutton,Dlecta Processed cheese Block  (200 g),127,2,2024-04-23
382,Sherry Charles,VEEBA Sandwich Spread Cheese & Chilli 250 g,83,2,2024-04-23
36,Matthew Bond,Del Monte Pomace Olive Oil Tin  (5 L),"3,049",1,2024-04-23
91,Nancy Garcia,MTR Rasogolla Tin (Rosogola)  (500 g),112,3,2024-04-23
72,Michele Butler,Amul Plain Processed cheese Block  (200 g),126,4,2024-04-23
44,Brenda Brewer,EPIGAMIA Milkshake  (Chocolate),20,4,2024-04-23
468,Jamie Jones,Cadbury Bournville Cranberry Dark Chocolate Bars  (80 g),110,2,2024-04-23
89,Brandy Garrett,Catch Coriander/Dhaniya Powder (dhania gunda)  (200 g),54,4,2024-04-23
185,Amber Vazquez,"Kellogg's Fruit Magic, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (500 g)",342,2,2024-04-23
90,Jessica Lowe,Yogabar Oats Dark Chocolate Box  (400 g),158,1,2024-04-23
283,Nancy Wood,Knorr Sweet Corn Veg Cup-a-Soup  (9.5 g),10,1,2024-04-23
110,Jonathan Bradshaw,Sundrop Peanut Butter Crunchy 924 g (Nut Butter),235,3,2024-04-23
56,Nicholas Burns PhD,Classic Jeerakati Rice by Flipkart Grocery  (5 kg),590,2,2024-04-23
449,Melissa Holt,Agro Fresh Whole Wheat Atta (Whole-Gehuro otta)  (5 kg),188,1,2024-04-23
18,Erika Collins,FROOTI Mango Drink  (600 ml),31,4,2024-04-23
228,Eric Rose,Cavin's Rose Sweet Lassi  (180 ml),18,1,2024-04-23
186,Jennifer Booker,RUCHI Coriander Powder  (500 g),212,1,2024-04-23
463,Hannah Kelly,Delish by Flipkart Eggless Mayonnaise 750 g,220,4,2024-04-23
131,Natalie Brown,Organic Tattva Ragi Flour (Mandia ro otta)  (500 g),59,4,2024-04-23
259,Kristin Stephenson,Yu Chilli Manchurian Instant Food Ready To Eat No Preservatives Cup Noodles Vegetarian  (70 g),35,3,2024-04-23
317,Ashley Mills,Anmol Plus Marie Biscuit  (17 g Extra in Pack)  (215 g),28,1,2024-04-23
16,Douglas Cabrera,Agro Fresh Whole Wheat Atta (Whole-Gehuro otta)  (1 kg),40,1,2024-04-23
206,Tiffany Graham,Flipkart Supermart Gold Tea Pouch (Regular Tea)  (500 g),148,3,2024-04-23
471,Laura Nguyen,"Tata Sampann Premium Quality Badam Giri, 100% Pure California Almonds  (1 kg)",955,2,2024-04-23
132,Lawrence Baker Jr.,Classic White Peas (Motoro) (Whole) by Flipkart Grocery  (500 g),46,1,2024-04-23
193,Brandon Thompson,PARLE Chatkeens Bhujia Sev (Namkeen)  (1 kg),275,3,2024-04-23
294,Benjamin Chung,Classic Peanut (China Badam) (Whole) by Flipkart Grocery  (500 g),114,2,2024-04-23
151,Jessica Watson,RUCHI Curry Masala  (50 g),31,4,2024-04-23
143,Ryan Erickson,Catch Sprinklers Iodized Salt (Lunno)  (100 g),24,1,2024-04-23
267,Sherry Escobar,Too Yumm! Veggie Stix Sour Cream and Onion Chips  (10 g Extra in Pack)  (65 g),28,2,2024-04-23
451,Emily Johnson,Classic Amchur Powder by Flipkart Grocery (Amchoor Powder)  (100 g),48,3,2024-04-23
230,George Rogers,WeiKFiELD Kesar Pista Custard Powder,40,4,2024-04-23
34,Jamie Smith,WINGREENS Chatpata Pudina Naan Chips  (60 g),29,2,2024-04-23
182,Dr. Toni Kirk MD,Alpenliebe Gold Cream Strawberry Toffee  (324 g),105,2,2024-04-23
265,Scott Monroe,Nutraj Recipe Ready Kernels Walnuts (Akhrot)  (250 g),235,1,2024-04-23
280,Steven Taylor,"LION Dates (Khajuri)  (Combo Pack 1 + 1 Free, 500 g each)  (500 g)",163,4,2024-04-23
235,Holly Jordan,Tropicana Litchi Delight Fruit Beverage  (1 L),107,1,2024-04-23
312,Tracy Garcia,CHEF'S BASKET Durum Wheat Fusilli Pasta  (500 g),180,1,2024-04-23
194,Barbara Martin,"Nescafe Classic Coffee Powder, 100% Pure Instant Coffee  (45 g)",161,4,2024-04-23
237,Nicholas Price,EVEREST Garam Masala (Garam Masala Powder)  (100 g),100,3,2024-04-23
177,Erin Buchanan,Rejuve by Flipkart Dust Tea Pouch (Regular Tea)  (500 g),200,3,2024-04-23
167,Joanna Collins,Gits Gulab Jamun Instant Dessert Mix 500 g,178,4,2024-04-23
419,Christine Hill,Classic Indian Raisins by Flipkart Grocery (Kishmish)  (500 g),129,3,2024-04-23
106,Olivia Tapia,Farmley Premium California Almonds (Badam)  (250 g),208,4,2024-04-23
214,Joshua Myers,Annapurna Ghee 250 ml Glass Bottle (Ghio),191,4,2024-04-23
249,Wanda Garza,Classic Saunf Big by Flipkart Grocery (Pana Madhuri)  (200 g),120,3,2024-04-23
165,Mary Fields,Fortune Indori Thick Poha (Chuda)  (0.5 kg),40,2,2024-04-23
65,Robert Rodriguez,Delight nuts Rajasthani Saunf Rose Mint Mouth Freshener  (120 g),125,1,2024-04-23
456,Robert Woodard,EPIGAMIA Milkshake  (Chocolate),20,3,2024-04-23
127,Deborah Alexander,Too Yumm! Karare Noodle Masala Chips  (70 g),16,3,2024-04-23
162,Jonathan Hall,Emami Healthy and Tasty Mantra Shorshe Posto (Posta)  (50 g),56,4,2024-04-23
470,Thomas Carroll,"Sofit Soya Milk  (Vanilla, 180 ml)",24,4,2024-04-23
394,Cathy Riley,"Kellogg's Crunchy Granola Almonds & Cranberries, 24% Fruit & Nut, Baked Multigrain Cereal Pouch  (460 g)",315,2,2024-04-23
126,Jade Mayo,Tropicana Mixed Fruit Delight  (1 L),110,2,2024-04-23
78,Ashley Bryant,Knorr Mixed Vegetable Soup  (40 g),51,3,2024-04-23
324,Alison Cook,Hershey's Spreads Cocoa 350 g (Chocolate Spread),265,4,2024-04-23
116,David Hamilton,Center Fruit Tennis Ball Shape Pineapple Chewing Gum  (67.2 g),43,4,2024-04-23
129,John Martin,"Tata Salt Superlite Namak, 30% Low Sodium Iodized Salt (Lunno)  (1 kg)",54,1,2024-04-23
480,Michael Duran,Flipkart Supermart Methi Mathri  (200 g),104,2,2024-04-23
447,David Smith,"Fortune Hamesha Mini Dubar Basmati Rice (Basmati chaula) (Broken Grain, Steam)  (5 kg)",435,3,2024-04-23
278,Stephanie Steele,Dabur Hommade Coconut Milk  (200 ml),64,4,2024-04-23
75,James Collins,Happydent Wave with Xylitol Mint Chewing Gum  (28.9 g),43,4,2024-04-23
297,David Gomez,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds, Multigrain Cereal Pouch  (450 g)",361,3,2024-04-23
202,Casey Jordan,Farmley Premium Date Bites- No Added Sugar Tin (Dryfruits Sweet)  (180 g),204,3,2024-04-23
219,Diana Herrera,Alpenliebe Strawberry Jelly Candy  (148 g),42,3,2024-04-23
74,Anthony Jenkins,Nutralite Doodhshakti Pure|Made with Creamy Milk|Granular Texture|Rich Aroma Ghee 1 L Carton (Ghio),456,2,2024-04-23
395,David Chaney,"Sting Energy Drink  (250 ml, Red, Unflavoured Flavored)",16,2,2024-04-23
123,Kathleen Hanna,Classic Independence Almonds by Flipkart Grocery (Badam)  (500 g),312,2,2024-04-23
175,Miranda Chambers,"Kellogg's Rolled Oats Trusted by Nutritionists, High in Protein & Fibre, Breakfast Pouch  (90 g Extra in Pack)  (900 g)",155,1,2024-04-23
198,Jerome Joseph,Molsi's Indian Raisins (Kishmish)  (250 g),130,4,2024-04-23
227,Mary Rivas,Del Monte Pomace Olive Oil PET Bottle  (5 L),"2,968",1,2024-04-23
177,Erin Buchanan,NUTRELA Soya Chunks  (20 g Extra in Pack)  (200 g),50,3,2024-04-23
384,Carrie Cobb,"Let's Try Lite Multigrain Mix, Made with 100% Groundnut Oil (Mixture)  (200 g)",100,3,2024-04-23
176,Douglas Reeves,"Kwality Crunchy Muesli Fruit & Nut, 76% Multigrains, High in Fibre & Protein, Breakfast Jar  (1 kg)",269,2,2024-04-23
200,Danny Bowers,MDH Deggi Mirch Chilli Powder (Lal lanka gunda)  (100 g),103,1,2024-04-23
287,Dr. Alan Everett,INDIA GATE Dubar Basmati Rice (Basmati chaula) (Long Grain)  (1 kg),132,2,2024-04-23
39,Jeremy Mejia,FUNFOODS by Dr. Oetker Original Veg Mayonnaise 800 g,159,1,2024-04-23
182,Dr. Toni Kirk MD,Cadbury Dairy Milk Silk Oreo Chocolate Bars  (130 g),167,4,2024-04-23
22,Heather Flynn,"Let's Try Peanut Party Mix, Made with 100% Groundnut Oil (Masala Chinabadam)  (200 g)",140,4,2024-04-23
189,Mr. Antonio Brady DDS,"Kellogg's Chocos Fills Double Chocolaty, 0% Maida, Oats, Wheat & Rice, Multigrain Snack Pouch  (160 g)",9,4,2024-04-23
382,Sherry Charles,"Tata Soulfull Masala Oats+ With Millets, Tomato Twist, Real Veggies, Non Sticky, Healthy Snack Pouch  (500 g)",162,1,2024-04-23
139,Emily Melendez,Prabhuji Khatta Meetha (Khata Meetha)  (350 g),110,4,2024-04-23
435,Bruce Ritter,NESTLE Kitkat Rich Chocolate coated wafer Bars  (50 g),63,3,2024-04-23
340,Melanie Ayala,AASHIRVAAD Atta with Multigrains (Mix sosyo ro otta)  (5 kg),316,2,2024-04-23
131,Natalie Brown,EVEREST Garam Masala (Garam Masala Powder)  (100 g),100,3,2024-04-23
77,Leah Diaz,"Kellogg's Rolled Oats Trusted by Nutritionists, High in Protein & Fibre, Breakfast Oats Pouch  (1500 g)",218,4,2024-04-23
248,Juan Ferguson,"Saffola Masala Oats, Tasty Evening , Healthy Snack, Classic Masala Pouch  (500 g)",169,3,2024-04-23
289,Kelsey Griffin,Bertolli Extra Virgin Olive Oil PET Bottle  (1 L),"1,398",3,2024-04-23
207,David Morris,Happilo Premium Golden Barih Seedless Dates Value Pack Dates (Khajuri)  (500 g),401,2,2024-04-23
427,Jennifer Butler,AASHIRVAAD Rava Idli Instant Mix 500 g,111,3,2024-04-23
312,Tracy Garcia,Tata Sampann Yellow Toor/Arhar Dal (Harada Dali) (Split)  (1 kg),215,2,2024-04-23
135,Edward Crawford,Flipkart SmartBuy CTC Tea Pouch (Regular Tea)  (1 kg),130,1,2024-04-23
215,Emily Stone,Cadbury Dairy Milk Chocolate Family Pack Bars  (134 g),130,2,2024-04-23
263,Jason Mendoza,"Lipton Honey, Lemon Green Tea Bags Box  (25 Bags)",129,1,2024-04-23
191,Melissa Singh,"MTR Instant Khaman Dhokla Mix 160 g  (Combo Pack 1 + 1 Free, 160 g each)",86,4,2024-04-23
54,Cathy Miranda,Hershey'S Bar Cookies n Creme Bars  (100 g),142,2,2024-04-23
179,Gwendolyn Fields DVM,Pringles Sour Cream and Onion Flavour Chips  (134 g),124,1,2024-04-23
404,Michelle Johns,KARACHI BAKERY Fruit Biscuit Bakery Biscuit  (400 g),131,1,2024-04-23
343,Kimberly Wood,Classic Kasuri Methi by Flipkart Grocery  (100 g),44,2,2024-04-23
77,Leah Diaz,Classic Almonds by Flipkart Grocery (Badam)  (200 g),144,1,2024-04-23
181,Lauren Craig,Manna Go Grains Breakfast Cereal (Multigrain)- Blueberry Box  (300 g),303,3,2024-04-23
198,Jerome Joseph,Sofit Soya Drink Chocolate  (180 ml),24,3,2024-04-23
22,Heather Flynn,Del Monte Tomato Classic Blend Ketchup  (750 g),120,2,2024-04-23
264,Brittany Blackwell,Too Yumm! Karare Noodle Masala Chips  (70 g),16,2,2024-04-23
410,Julian Patterson,"Rejuve by Flipkart Apple Fruit Drink, 100% Indian Fruit, Source of Vitamin C  (1 L)",114,4,2024-04-23
465,Misty Carter,Super Sarvottam Physically refined Rice Bran Oil Pouch  (1 L),114,1,2024-04-23
159,David Hayden,Bikano Gulab Jamun Box  (1 kg),187,4,2024-04-23
387,Brian Hudson,Farmley Roasted and Flavored Thai Chilli Cashews (Kaju)  (200 g),237,3,2024-04-23
121,Michael Roth,Umadi's Mango Pickle (Acharo)  (500 g),190,2,2024-04-23
143,Ryan Erickson,HERSHEY'S Cocoa Powder,308,1,2024-04-23
29,Richard Donovan,DORITOS Sweet Chilli Flavour Nachos  (44 g),18,1,2024-04-23
39,Jeremy Mejia,Nutraj Kashmiri Walnut Kernel Walnuts (Akhrot)  (250 g),243,1,2024-04-23
296,Laura Hall,ProV Premium Cranberries  (250 g),155,2,2024-04-23
283,Nancy Wood,Cadbury Choclairs Gold (100 Candies) Candy  (520 g),148,2,2024-04-23
124,Glen Schwartz,"Tata Tea Gold VitaCare, With Vitamin D, Vitamin B6, Vitamin B9, Vitamin B12 Tea Box (Regular Tea)  (250 g)",160,4,2024-04-23
199,Andre White,Classic Toor/Arhar Dal (Harada Dali) (Split) by Flipkart Grocery  (500 g),125,4,2024-04-23
421,Joseph Wilson,Amul Plain Processed cheese Slices  (100 g),8,3,2024-04-23
457,Eric Jones,Milky Mist Plain Processed cheese Block  (200 g),110,2,2024-04-23
103,James Schmidt,Maggi Hot & Sweet Tomato Chilli Sauce  (1 kg),144,3,2024-04-23
483,Justin Holmes,Fanta Orange Flavoured Soft Drink PET Bottle  (2.25 L),100,4,2024-04-23
376,Victoria Harding,"Dukes Bourbon Premium chocolate flavoured Cream Sandwich  (540 g, Pack of 4)",144,2,2024-04-23
18,Erika Collins,Real Masala Pomegranate  (1 L),140,4,2024-04-23
186,Jennifer Booker,"Cadbury Dairy Milk Hazelnut, Roasted & Chocolate Coated Bites  (40 g)",69,1,2024-04-23
73,Paula Garcia,Agrilite Sooji Rawa (Suji)  (500 g),22,1,2024-04-23
91,Nancy Garcia,Too Yumm! Sour Cream and Onion Veggie Stix (Namkeen)  (45 g),15,1,2024-04-23
80,Linda Santos,Happilo Premium International Seeds & Berries (Assorted Fruits & Nuts)  (200 g),281,3,2024-04-23
280,Steven Taylor,NESTLE Kitkat Caramel Chocolate coated wafer Bars  (50 g),63,1,2024-04-23
202,Casey Jordan,zoff Red Chilli Stemless (Gota lanka)  (500 g),198,1,2024-04-23
483,Justin Holmes,Flipkart Supermart Food Essentials Premium Tea Pouch (Regular Tea)  (250 g),120,2,2024-04-23
110,Jonathan Bradshaw,Classic Green Moong Dal (Muga Dali) (Split/Chilka) by Flipkart Grocery  (1 kg),141,2,2024-04-23
108,Jeffrey Ford,RAJNIGANDHA Silver Pearls Cardamom Mouth Freshener  (6 g),53,2,2024-04-23
272,Kristin Fritz,Agrilite Whole Wheat Chakki Atta (Whole-Gehuro otta)  (1 kg),37,1,2024-04-23
289,Kelsey Griffin,KOHINOOR Hyderabadi Biryani Kit 339 g,115,3,2024-04-23
455,Stephen Green,Classic Black Urad Gota (Gota Biri Dali) (Whole) by Flipkart Grocery  (500 g),100,3,2024-04-23
487,Robert Ortega,Organic Tattva Super Grains Quinoa  (500 g),211,3,2024-04-23
435,Bruce Ritter,"Farmley Berry Mix Cranberries, Blueberry, Strawberries, Black Currant, Goji Berries, Kiwi, Mango, Raisins  (200 g)",260,1,2024-04-23
253,Rachel Miranda,Appy Fizz Plastic Bottle  (1 L),48,2,2024-04-23
401,Taylor Holt,Yogabar Dark Chocolate Peanut Butter 400 g (Nut Butter),164,3,2024-04-23
101,Robert Byrd,Nescafe Classic with Forsty Cafe Glass Instant Coffee  (190 g),646,1,2024-04-23
141,Amanda Simmons,EVEREST Meat Masala  (100 g),77,1,2024-04-23
82,Antonio Powell,Emami Healthy and Tasty Mantra Shahi Garam Masala (Garam Masala Powder)  (25 g),37,2,2024-04-23
81,Wesley Gibbs,Pringles Sour Cream and Onion Flavour Chips  (134 g),124,3,2024-04-23
12,Eric Liu,Kissan Tomato Ketchup  (1.1 kg),108,2,2024-04-23
274,George Phillips,Mayurank Foods Matar Dal (Motoro Dali) (Split)  (500 g),60,4,2024-04-23
340,Melanie Ayala,Real Activ Fiber+ Multi Fruit Juice  (1 L),117,2,2024-04-23
492,Cole Clark,Dlecta Feta cheese Block  (100 g),109,4,2024-04-23
366,Mr. Derek Martin,Classic Soya Chunks by Flipkart Grocery  (1 kg),127,3,2024-04-23
398,Michael Wilkinson,B Natural Tender Coconut Water - No Added Sugar  (6 x 0.2 L),198,2,2024-04-23
234,Jennifer Jenkins,Organic Tattva Kabuli Chana (Kabuli Buta) (Whole)  (1 kg),280,2,2024-04-23
105,April Little,GO DESi Kaccha Aam Mango Candy  (80 g),42,3,2024-04-23
103,James Schmidt,Flipkart Supermart Kadak Tea Pouch (Regular Tea)  (1 kg),162,4,2024-04-23
203,Lori French,RiteBite Max Protein Active Choco Fudge Bar Pouch  (75 g),125,3,2024-04-23
261,Lindsay Anderson,Fortune Xpert Pro Immunity Blended Oil Can (Mishrita Tela)  (5 L),620,1,2024-04-23
319,Brandon Johnson,"Kellogg's Nuts Delight, 12-in-1 Power Breakfast, IndiaNo.1 Muesli Cereal Pouch  (1000 g)",477,1,2024-04-23
54,Cathy Miranda,zoff Tamarind/Imli (Tentuli)  (500 g),150,1,2024-04-23
94,Nancy Henderson,Dlecta Plain Processed cheese Slices  (400 g),245,2,2024-04-23
45,Jonathan Wright,Flipkart Supermart Chatpati Chana Dal (Chana dali)  (200 g),110,4,2024-04-23
